20180804;1;Defy Rebellion;PUPstars;14:16;17458-HalterN,13590-Input,13593-stxyz,16575-in0x,13588-impactt;17451-mock,17453-stomp,17452-cavern,17368-curry,14809-Arbiter;Train;Fragadelphia 12;2325318
20180804;1;Hi, I'm Billy Mays;Ignite;10:16;17454-yAcK,17457-Kim,16476-whisper,17456-ZoOM,17455-Sing;10373-recky,17095-1Mikey,14545-kuba,16597-4pack,16898-1flick;Train;Fragadelphia 12;2325306
20180804;1;CLG Red;3 Canadians 2 Americans;6:16;8633-di%5E,1944-bENITA,14400-refinnej,14401-Emy,8850-GooseBreeder;17473-iKoniK,13495-denya,15247-b0ssy,14808-Rascal,16162-Fatality;Inferno;Fragadelphia 12;2325312
20180804;1;Grizzlys;Secret Geniuses Club;16:6;15236-NANO,17472-Kizy,17471-MkaeL,17470-M3lio,11948-INCREDIBLE;17196-el_jack0,14860-Addy,17469-magister,17468-Leb,11017-AGN;Nuke;Fragadelphia 12;2325314
20180804;1;Excelerate;Outsourced Tech Support;16:6;13232-tconnors,12102-djay,13235-L0NER,8710-agM,13177-stellar;17460-Kuya,15243-Tagz,15245-niche,17461-Jolts,15006-bigb33tl3;Train;Fragadelphia 12;2325305
20180804;1;Mythic;Strawberry Puppy Kisses;16:8;8503-fl0m,9882-Polen,8504-LeX,7438-anger,8347-hazed;9508-Russo,14871-Crawfish,9826-Akadema,14870-Theia,17462-rapier;Mirage;Fragadelphia 12;2325311
20180804;1;TeamOne;The Frag Dolphins;16:0;2529-Maluk3,11163-trk,10818-iDk,2532-mch,10504-NikoM;17466-DrLejos,17467-NoVa,17465-tMsz,17463-catez,17464-1nsanity;Cache;Fragadelphia 12;2325313
20180804;1;BlackOut;Defy Rebellion;16:3;9660-CONNOR93,11238-Oderus,3886-seb,9884-wrath,12113-Jonji;17458-HalterN,13590-Input,13593-stxyz,16575-in0x,13588-impactt;Mirage;Fragadelphia 12;2325301
20180803;1;RESOLUTE;Interstellar;16:6;13254-TenZ,9875-food,9085-Toy,9845-vSa,14365-s0m;17319-sid,13376-DreamZ,17198-Link,9827-Killpo1,13229-Snakes;Mirage;Fragadelphia 12;2325299
20180803;1;ownage;Hooked;16:11;10470-m1tch,14619-Infinite,12271-moose,8517-Relyks,11586-dapr;9259-witmer,13197-Laski,13182-xCeeD,12101-neptune,10374-mCe;Inferno;Fragadelphia 12;2325297
20180803;1;Kinesis;Defy Rebellion;11:16;16213-KEETcho,12058-ike,17459-MXJ,13187-far,9852-Kwong;17458-HalterN,13590-Input,13593-stxyz,16575-in0x,13588-impactt;Inferno;Fragadelphia 12;2325274
